date;hour;day_ahead_price;intraday_price;price_diff;solar_capacity;solar_generation_actual;solar_profile;solar_generation_forecast;solar_forecast_error;wind_capacity;wind_generation_actual;wind_profile;wind_generation_forecast;wind_forecast_error
23.11.2016;'14 - 15;54,98;50,25;4,73;39935;3890;0.0974;4361;-471;48663;1362;0.028;1641;-279
23.11.2016;'15 - 16;58,48;52,01;6,47;39935;1251;0.0313;1546;-295;48663;1662;0.0342;1984;-322
23.11.2016;'16 - 17;55,01;54,77;0,24;39935;97;0.0024;100;-3;48663;2456;0.0505;2487;-31
23.11.2016;'17 - 18;62;58,71;3,29;39935;0;0;0;0;48663;3297;0.0678;3071;226
23.11.2016;'18 - 19;52,92;52,16;0,76;39935;0;0;0;0;48663;4108;0.0844;3653;455
23.11.2016;'19 - 20;50;48,96;1,04;39935;0;0;0;0;48663;4826;0.0992;4214;612
23.11.2016;'20 - 21;39,13;39,54;-0,41;39935;0;0;0;0;48663;5564;0.1143;4718;846
23.11.2016;'21 - 22;37,21;37,29;-0,08;39935;0;0;0;0;48663;6225;0.1279;5200;1025
23.11.2016;'22 - 23;37,79;37,25;0,54;39935;0;0;0;0;48663;6608;0.1358;5782;826
23.11.2016;'23 - 24;33,99;32,46;1,53;39935;0;0;0;0;48663;7414;0.1523;6565;849
24.11.2016;'00 - 01;32,66;32,87;-0,21;39938;0;0;0;0;48688;8813;0.181;7309;1504
24.11.2016;'01 - 02;31,61;30,06;1,55;39938;0;0;0;0;48688;10185;0.2092;8088;2097
24.11.2016;'02 - 03;30,8;28,96;1,84;39938;0;0;0;0;48688;10981;0.2255;8581;2400
24.11.2016;'03 - 04;29,58;27,11;2,47;39938;0;0;0;0;48688;11144;0.2289;8877;2267
24.11.2016;'04 - 05;29,76;27,58;2,18;39938;0;0;0;0;48688;11100;0.228;9082;2018
24.11.2016;'05 - 06;32,44;29,69;2,75;39938;0;0;0;0;48688;10832;0.2224;9225;1607
24.11.2016;'06 - 07;36,5;34,94;1,56;39938;0;0;0;0;48688;10669;0.2192;9322;1347
24.11.2016;'07 - 08;43,12;42,8;0,32;39938;15;0.0004;26;-11;48688;10888;0.2236;9325;1563
24.11.2016;'08 - 09;45,97;44,63;1,34;39938;639;0.016;846;-207;48688;11105;0.2281;9168;1937
24.11.2016;'09 - 10;44,96;43,04;1,92;39938;2368;0.0593;2947;-579;48688;10392;0.2134;8873;1519
24.11.2016;'10 - 11;43,69;44,27;-0,58;39938;4304;0.1078;4969;-665;48688;8222;0.1689;8344;-122
24.11.2016;'11 - 12;44,25;46,69;-2,44;39938;5674;0.1421;6260;-586;48688;7600;0.1561;7686;-86
24.11.2016;'12 - 13;42,87;45,22;-2,35;39938;6084;0.1524;6541;-457;48688;6952;0.1428;7247;-295
24.11.2016;'13 - 14;42,91;46,78;-3,87;39938;5357;0.1342;5737;-380;48688;6550;0.1345;7131;-581
24.11.2016;'14 - 15;42,77;45,6;-2,83;39938;3492;0.0874;3903;-411;48688;6690;0.1374;7352;-662
24.11.2016;'15 - 16;44,59;46,33;-1,74;39938;1136;0.0284;1461;-325;48688;7603;0.1562;7816;-213
24.11.2016;'16 - 17;49,36;50,64;-1,28;39938;67;0.0017;98;-31;48688;9260;0.1902;8450;810
24.11.2016;'17 - 18;50,97;51,61;-0,64;39938;0;0;0;0;48688;9456;0.1942;9110;346
24.11.2016;'18 - 19;45,23;44,93;0,3;39938;0;0;0;0;48688;11208;0.2302;9609;1599
24.11.2016;'19 - 20;44,1;42,01;2,09;39938;0;0;0;0;48688;11769;0.2417;9802;1967
24.11.2016;'20 - 21;38,07;36,68;1,39;39938;0;0;0;0;48688;11671;0.2397;9699;1972
24.11.2016;'21 - 22;37,71;37,28;0,43;39938;0;0;0;0;48688;11462;0.2354;9405;2057
24.11.2016;'22 - 23;35,88;34,01;1,87;39938;0;0;0;0;48688;10658;0.2189;9052;1606
24.11.2016;'23 - 24;33,62;33,5;0,12;39938;0;0;0;0;48688;10200;0.2095;8735;1465
25.11.2016;'00 - 01;35,23;31,54;3,69;39947;0;0;0;0;48703;9721;0.1996;8418;1303
25.11.2016;'01 - 02;32,99;30,54;2,45;39947;0;0;0;0;48703;9464;0.1943;8216;1248
25.11.2016;'02 - 03;32,02;30,23;1,79;39947;0;0;0;0;48703;9293;0.1908;8099;1194
25.11.2016;'03 - 04;31,05;29,21;1,84;39947;0;0;0;0;48703;9249;0.1899;8022;1227
25.11.2016;'04 - 05;31,18;29,24;1,94;39947;0;0;0;0;48703;9124;0.1874;7895;1229
25.11.2016;'05 - 06;34,85;33,55;1,3;39947;0;0;0;0;48703;9008;0.1849;7782;1226
25.11.2016;'06 - 07;37,98;34,09;3,89;39947;0;0;0;0;48703;8978;0.1844;7597;1381
25.11.2016;'07 - 08;47,1;43,45;3,65;39947;9;0.0002;16;-7;48703;8573;0.176;7247;1326
25.11.2016;'08 - 09;48,49;45,56;2,93;39947;446;0.0112;630;-184;48703;8025;0.1648;6780;1245
25.11.2016;'09 - 10;47,97;43,7;4,27;39947;2058;0.0515;2381;-323;48703;7158;0.147;6334;824
25.11.2016;'10 - 11;47,42;45,1;2,32;39947;4143;0.1038;4140;3;48703;6359;0.1306;5876;483
25.11.2016;'11 - 12;48,25;46,19;2,06;39947;5775;0.1446;5254;521;48703;5577;0.1145;5457;120
25.11.2016;'12 - 13;47,95;44,86;3,09;39947;6145;0.1538;5422;723;48703;5003;0.1027;5125;-122
25.11.2016;'13 - 14;47,95;44,69;3,26;39947;5226;0.1309;4658;568;48703;4508;0.0925;5033;-525
25.11.2016;'14 - 15;47,92;46,39;1,53;39947;3197;0.08;3025;172;48703;4176;0.0857;5186;-1010
25.11.2016;'15 - 16;48,81;47,96;0,85;39947;964;0.0241;1047;-83;48703;3959;0.0813;5429;-1470
25.11.2016;'16 - 17;49,96;49,63;0,33;39947;58;0.0015;58;0;48703;3977;0.0817;5642;-1665
25.11.2016;'17 - 18;54,75;53,64;1,11;39947;0;0;0;0;48703;3892;0.0799;5681;-1789
25.11.2016;'18 - 19;48,29;47,28;1,01;39947;0;0;0;0;48703;3499;0.0718;5580;-2081
25.11.2016;'19 - 20;48,94;46,31;2,63;39947;0;0;0;0;48703;3086;0.0634;5272;-2186
25.11.2016;'20 - 21;43,52;43,7;-0,18;39947;0;0;0;0;48703;2783;0.0571;4813;-2030
25.11.2016;'21 - 22;38,92;38,33;0,59;39947;0;0;0;0;48703;2606;0.0535;4353;-1747
25.11.2016;'22 - 23;38,67;39,72;-1,05;39947;0;0;0;0;48703;2467;0.0506;3940;-1473
25.11.2016;'23 - 24;35,24;37,05;-1,81;39947;0;0;0;0;48703;2387;0.049;3549;-1162
26.11.2016;'00 - 01;32,5;36,88;-4,38;39948;0;0;0;0;48703;2302;0.0473;3283;-981
26.11.2016;'01 - 02;31,93;33,19;-1,26;39948;0;0;0;0;48703;2339;0.048;3083;-744
26.11.2016;'02 - 03;31,82;32,21;-0,39;39948;0;0;0;0;48703;2186;0.0449;2968;-782
26.11.2016;'03 - 04;31,84;30,79;1,05;39948;0;0;0;0;48703;2215;0.0455;2916;-701
26.11.2016;'04 - 05;32,07;29,44;2,63;39948;0;0;0;0;48703;2392;0.0491;2961;-569
26.11.2016;'05 - 06;32,35;31,75;0,6;39948;0;0;0;0;48703;2668;0.0548;3098;-430
26.11.2016;'06 - 07;33,36;33,92;-0,56;39948;0;0;0;0;48703;2799;0.0575;3259;-460
26.11.2016;'07 - 08;42,22;40,99;1,23;39948;4;0.0002;9;-5;48703;2948;0.0605;3408;-460
26.11.2016;'08 - 09;44,1;45,99;-1,89;39948;250;0.0062;365;-115;48703;3003;0.0617;3572;-569
26.11.2016;'09 - 10;46,76;49,09;-2,33;39948;1079;0.027;1464;-385;48703;3102;0.0637;3781;-679
26.11.2016;'10 - 11;48,92;50,73;-1,81;39948;2009;0.0503;2625;-616;48703;3330;0.0684;4069;-739
26.11.2016;'11 - 12;48,56;52,12;-3,56;39948;2523;0.0632;3362;-839;48703;3894;0.08;4455;-561
26.11.2016;'12 - 13;47,91;51,23;-3,32;39948;2673;0.0669;3423;-750;48703;4588;0.0942;4929;-341
26.11.2016;'13 - 14;43,97;47,94;-3,97;39948;2172;0.0544;2874;-702;48703;5234;0.1075;5531;-297
26.11.2016;'14 - 15;38,24;42,19;-3,95;39948;1245;0.0312;1797;-552;48703;5971;0.1226;6292;-321
26.11.2016;'15 - 16;40,44;43,83;-3,39;39948;400;0.01;583;-183;48703;6373;0.1309;7183;-810
26.11.2016;'16 - 17;45,3;48,07;-2,77;39948;25;0.0007;28;-3;48703;7198;0.1478;8235;-1037
26.11.2016;'17 - 18;47,96;52,09;-4,13;39948;0;0;0;0;48703;8356;0.1716;9439;-1083
26.11.2016;'18 - 19;43,95;50,51;-6,56;39948;0;0;0;0;48703;9518;0.1954;10710;-1192
26.11.2016;'19 - 20;37,5;47,25;-9,75;39948;0;0;0;0;48703;10558;0.2168;11815;-1257
26.11.2016;'20 - 21;32,91;37,62;-4,71;39948;0;0;0;0;48703;11240;0.2308;12749;-1509
26.11.2016;'21 - 22;32,75;33,99;-1,24;39948;0;0;0;0;48703;11872;0.2438;13510;-1638
26.11.2016;'22 - 23;31,72;34,3;-2,58;39948;0;0;0;0;48703;12876;0.2644;14110;-1234
26.11.2016;'23 - 24;28,25;33,29;-5,04;39948;0;0;0;0;48703;13508;0.2774;14538;-1030
27.11.2016;'00 - 01;22,92;32,03;-9,11;39948;0;0;0;0;48703;13915;0.2857;15162;-1247
27.11.2016;'01 - 02;21,14;28,15;-7,01;39948;0;0;0;0;48703;14112;0.2898;15134;-1022
27.11.2016;'02 - 03;20,25;25,24;-4,99;39948;0;0;0;0;48703;14025;0.2879;14896;-871
27.11.2016;'03 - 04;20,28;25,93;-5,65;39948;0;0;0;0;48703;13735;0.282;14603;-868
27.11.2016;'04 - 05;20,95;26,1;-5,15;39948;0;0;0;0;48703;13352;0.2742;14199;-847
27.11.2016;'05 - 06;27;28,35;-1,35;39948;0;0;0;0;48703;12792;0.2627;13557;-765
27.11.2016;'06 - 07;28,02;29,62;-1,6;39948;0;0;0;0;48703;12470;0.2561;12778;-308
27.11.2016;'07 - 08;28,93;30,81;-1,88;39948;8;0.0002;8;0;48703;11888;0.2441;11903;-15
27.11.2016;'08 - 09;31,35;31,39;-0,04;39948;476;0.0119;404;72;48703;11255;0.2311;10964;291
27.11.2016;'09 - 10;33,19;34,8;-1,61;39948;2282;0.0571;1768;514;48703;9803;0.2013;9974;-171
27.11.2016;'10 - 11;34,24;36,23;-1,99;39948;4550;0.1139;3342;1208;48703;8460;0.1737;8935;-475
27.11.2016;'11 - 12;38,13;40,18;-2,05;39948;5752;0.144;4543;1209;48703;7728;0.1586;8089;-361
27.11.2016;'12 - 13;35,69;38,77;-3,08;39948;5988;0.1498;4888;1100;48703;8084;0.166;7648;436
27.11.2016;'13 - 14;33,44;35,15;-1,71;39948;5322;0.1332;4346;976;48703;8088;0.166;7581;507
27.11.2016;'14 - 15;33,53;35,04;-1,51;39948;3189;0.0798;2819;370;48703;8310;0.1706;7796;514
27.11.2016;'15 - 16;34,2;36,16;-1,96;39948;920;0.023;897;23;48703;8281;0.17;8237;44
27.11.2016;'16 - 17;37,48;38,67;-1,19;39948;46;0.0012;45;1;48703;9444;0.194;9003;441
27.11.2016;'17 - 18;41,07;45,84;-4,77;39948;0;0;0;0;48703;11145;0.2288;9952;1193
27.11.2016;'18 - 19;41,05;45,05;-4;39948;0;0;0;0;48703;12198;0.2504;10784;1414
27.11.2016;'19 - 20;36,08;38,87;-2,79;39948;0;0;0;0;48703;13672;0.2807;11293;2379
27.11.2016;'20 - 21;34,69;36,38;-1,69;39948;0;0;0;0;48703;14445;0.2966;11420;3025
27.11.2016;'21 - 22;32,69;33,85;-1,16;39948;0;0;0;0;48703;14134;0.2902;11463;2671
27.11.2016;'22 - 23;32,16;36,27;-4,11;39948;0;0;0;0;48703;14000;0.2874;11464;2536
27.11.2016;'23 - 24;28,43;30,62;-2,19;39948;0;0;0;0;48703;14410;0.2958;11400;3010
28.11.2016;'00 - 01;27,06;25,57;1,49;39955;0;0;0;0;48726;14947;0.3068;12668;2279
28.11.2016;'01 - 02;28,24;24,85;3,39;39955;0;0;0;0;48726;15316;0.3143;12671;2645
28.11.2016;'02 - 03;24,31;17,07;7,24;39955;0;0;0;0;48726;15118;0.3103;12500;2618
28.11.2016;'03 - 04;24,03;12,98;11,05;39955;0;0;0;0;48726;14817;0.304;12194;2623
28.11.2016;'04 - 05;26,81;15,87;10,94;39955;0;0;0;0;48726;14539;0.2984;11752;2787
28.11.2016;'05 - 06;31,96;26,46;5,5;39955;0;0;0;0;48726;13757;0.2823;11162;2595
28.11.2016;'06 - 07;37,94;29,44;8,5;39955;0;0;0;0;48726;13296;0.2729;10487;2809
28.11.2016;'07 - 08;47,88;40,2;7,68;39955;12;0.0003;27;-15;48726;12810;0.2629;9706;3104
28.11.2016;'08 - 09;46,99;41,28;5,71;39955;1371;0.0343;1748;-377;48726;11852;0.2432;8816;3036
28.11.2016;'09 - 10;44,42;39,37;5,05;39955;5762;0.1442;6211;-449;48726;9958;0.2044;7803;2155
28.11.2016;'10 - 11;37,92;37;0,92;39955;10309;0.258;9977;332;48726;7900;0.1621;6587;1313
28.11.2016;'11 - 12;43,53;38,71;4,82;39955;12686;0.3175;12060;626;48726;6791;0.1394;5516;1275
28.11.2016;'12 - 13;37,38;35,31;2,07;39955;12798;0.3203;12215;583;48726;6279;0.1289;4818;1461
28.11.2016;'13 - 14;44,81;39,16;5,65;39955;10686;0.2675;10491;195;48726;5500;0.1129;4455;1045
28.11.2016;'14 - 15;45,77;42,38;3,39;39955;6774;0.1695;6987;-213;48726;4688;0.0962;4305;383
28.11.2016;'15 - 16;51,38;49,99;1,39;39955;2211;0.0554;2458;-247;48726;4272;0.0877;4335;-63
28.11.2016;'16 - 17;57,21;57,78;-0,57;39955;102;0.0026;116;-14;48726;4502;0.0924;4586;-84
28.11.2016;'17 - 18;65,11;68,31;-3,2;39955;0;0;0;0;48726;5339;0.1096;4996;343
28.11.2016;'18 - 19;51,42;53,09;-1,67;39955;0;0;0;0;48726;5818;0.1194;5306;512
28.11.2016;'19 - 20;48,5;49,72;-1,22;39955;0;0;0;0;48726;5628;0.1155;5319;309
28.11.2016;'20 - 21;45,97;45,67;0,3;39955;0;0;0;0;48726;5354;0.1099;5090;264
28.11.2016;'21 - 22;39,29;44,28;-4,99;39955;0;0;0;0;48726;4952;0.1016;4873;79
28.11.2016;'22 - 23;36,14;38,86;-2,72;39955;0;0;0;0;48726;4601;0.0944;4834;-233
28.11.2016;'23 - 24;34,59;35,12;-0,53;39955;0;0;0;0;48726;4560;0.0936;5040;-480
29.11.2016;'00 - 01;36,92;38,7;-1,78;39970;0;0;0;0;48752;4730;0.097;4972;-242
29.11.2016;'01 - 02;35,78;36,99;-1,21;39970;0;0;0;0;48752;5122;0.1051;5387;-265
29.11.2016;'02 - 03;34,81;35,19;-0,38;39970;0;0;0;0;48752;5736;0.1176;5857;-121
29.11.2016;'03 - 04;34,43;34,08;0,35;39970;0;0;0;0;48752;6302;0.1292;6375;-73
29.11.2016;'04 - 05;34,89;32,86;2,03;39970;0;0;0;0;48752;6898;0.1415;6852;46
29.11.2016;'05 - 06;36,75;39,4;-2,65;39970;0;0;0;0;48752;7499;0.1538;7275;224
29.11.2016;'06 - 07;44,68;47,4;-2,72;39970;0;0;0;0;48752;8079;0.1657;7692;387
29.11.2016;'07 - 08;54,95;62,05;-7,1;39970;9;0.0002;30;-21;48752;8621;0.1768;8060;561
29.11.2016;'08 - 09;52,65;57,18;-4,53;39970;1766;0.0441;1813;-47;48752;9022;0.1851;8299;723
29.11.2016;'09 - 10;48,5;55,49;-6,99;39970;6250;0.1564;6516;-266;48752;8790;0.1803;8277;513
29.11.2016;'10 - 11;43,69;47,91;-4,22;39970;10892;0.2725;10498;394;48752;7892;0.1619;7899;-7
29.11.2016;'11 - 12;42,2;46,81;-4,61;39970;13975;0.3496;12600;1375;48752;6933;0.1422;7624;-691
29.11.2016;'12 - 13;40,42;44,01;-3,59;39970;14321;0.3583;12715;1606;48752;6652;0.1364;7531;-879
29.11.2016;'13 - 14;41,75;44,05;-2,3;39970;12273;0.3071;10969;1304;48752;6378;0.1308;7647;-1269
29.11.2016;'14 - 15;43,12;46,56;-3,44;39970;7996;0.2;7348;648;48752;6404;0.1314;8238;-1834
29.11.2016;'15 - 16;50,94;52,11;-1,17;39970;2756;0.069;2519;237;48752;7120;0.146;9122;-2002
29.11.2016;'16 - 17;55,58;62,34;-6,76;39970;140;0.0035;107;33;48752;8705;0.1786;10259;-1554
29.11.2016;'17 - 18;55,66;72,64;-16,98;39970;0;0;0;0;48752;10518;0.2157;11357;-839
29.11.2016;'18 - 19;52,61;66,93;-14,32;39970;0;0;0;0;48752;12009;0.2464;12197;-188
29.11.2016;'19 - 20;47,94;53,01;-5,07;39970;0;0;0;0;48752;12932;0.2653;12912;20
29.11.2016;'20 - 21;39,97;48,18;-8,21;39970;0;0;0;0;48752;13689;0.2808;13448;241
29.11.2016;'21 - 22;35,9;43,97;-8,07;39970;0;0;0;0;48752;14375;0.2949;13975;400
29.11.2016;'22 - 23;32,9;37,06;-4,16;39970;0;0;0;0;48752;14708;0.3017;14604;104
29.11.2016;'23 - 24;30,38;32,75;-2,37;39970;0;0;0;0;48752;15397;0.3158;15289;108
30.11.2016;'00 - 01;27,75;33,31;-5,56;39977;0;0;0;0;48794;16154;0.3311;16216;-62
30.11.2016;'01 - 02;27,36;34,9;-7,54;39977;0;0;0;0;48794;16719;0.3426;16983;-264
30.11.2016;'02 - 03;27,02;34,39;-7,37;39977;0;0;0;0;48794;17282;0.3542;17698;-416
30.11.2016;'03 - 04;25,3;32,25;-6,95;39977;0;0;0;0;48794;17766;0.3641;18326;-560
30.11.2016;'04 - 05;28,04;33,41;-5,37;39977;0;0;0;0;48794;17944;0.3678;18900;-956
30.11.2016;'05 - 06;29,93;37,35;-7,42;39977;0;0;0;0;48794;18265;0.3744;19388;-1123
30.11.2016;'06 - 07;34,13;44,58;-10,45;39977;0;0;0;0;48794;18936;0.3881;19764;-828
30.11.2016;'07 - 08;47,92;55,28;-7,36;39977;5;0.0001;23;-18;48794;19340;0.3964;20014;-674
30.11.2016;'08 - 09;47,91;50,99;-3,08;39977;962;0.0241;1107;-145;48794;19385;0.3973;20099;-714
30.11.2016;'09 - 10;44,47;47,78;-3,31;39977;3905;0.0976;4025;-120;48794;19690;0.4035;20046;-356
30.11.2016;'10 - 11;37,49;41,41;-3,92;39977;7072;0.1769;6531;541;48794;19132;0.3921;19997;-865
30.11.2016;'11 - 12;37,91;39,74;-1,83;39977;8918;0.223;7842;1076;48794;18667;0.3826;19958;-1291
30.11.2016;'12 - 13;37,42;37,91;-0,49;39977;8890;0.2224;7744;1146;48794;18710;0.3834;19996;-1286
30.11.2016;'13 - 14;35,98;37,36;-1,38;39977;7267;0.1818;6418;849;48794;19582;0.4013;20173;-591
30.11.2016;'14 - 15;39,33;37,63;1,7;39977;4430;0.1108;4072;358;48794;19806;0.4059;20502;-696
30.11.2016;'15 - 16;38,74;38,43;0,31;39977;1548;0.0387;1413;135;48794;20144;0.4128;20857;-713
30.11.2016;'16 - 17;44,75;45,2;-0,45;39977;84;0.0021;70;14;48794;21025;0.4309;21238;-213
30.11.2016;'17 - 18;46,93;49,61;-2,68;39977;0;0;0;0;48794;22428;0.4597;21732;696
30.11.2016;'18 - 19;39,95;44,58;-4,63;39977;0;0;0;0;48794;23602;0.4837;22200;1402
30.11.2016;'19 - 20;39,47;40,02;-0,55;39977;0;0;0;0;48794;23989;0.4916;22643;1346
30.11.2016;'20 - 21;35,08;34,41;0,67;39977;0;0;0;0;48794;23949;0.4908;23048;901
30.11.2016;'21 - 22;32,58;34,55;-1,97;39977;0;0;0;0;48794;23895;0.4897;23438;457
30.11.2016;'22 - 23;31,86;33,07;-1,21;39977;0;0;0;0;48794;23732;0.4864;23790;-58
30.11.2016;'23 - 24;27;31,01;-4,01;39977;0;0;0;0;48794;24150;0.495;24155;-5
01.12.2016;'00 - 01;26,79;28,12;-1,33;40007;0;0;0;0;48818;24214;0.496;24934;-720
01.12.2016;'01 - 02;14,95;24,93;-9,98;40007;0;0;0;0;48818;24189;0.4955;25363;-1174
01.12.2016;'02 - 03;11,95;23,79;-11,84;40007;0;0;0;0;48818;24420;0.5002;25631;-1211
01.12.2016;'03 - 04;10,27;26,39;-16,12;40007;0;0;0;0;48818;24897;0.51;25974;-1077
01.12.2016;'04 - 05;11,29;26,78;-15,49;40007;0;0;0;0;48818;25294;0.5181;26373;-1079
01.12.2016;'05 - 06;21,93;32,27;-10,34;40007;0;0;0;0;48818;25814;0.5288;26755;-941
01.12.2016;'06 - 07;32,06;42,8;-10,74;40007;0;0;0;0;48818;26863;0.5503;27083;-220
01.12.2016;'07 - 08;35,39;47,02;-11,63;40007;8;0.0002;8;0;48818;27251;0.5582;27313;-62
01.12.2016;'08 - 09;34,36;44,55;-10,19;40007;308;0.0077;385;-77;48818;27189;0.557;27580;-391
01.12.2016;'09 - 10;37,01;40,45;-3,44;40007;1153;0.0288;1553;-400;48818;26713;0.5472;27870;-1157
01.12.2016;'10 - 11;38,79;43,58;-4,79;40007;2213;0.0553;2770;-557;48818;26814;0.5493;28147;-1333
01.12.2016;'11 - 12;36,36;44,29;-7,93;40007;3042;0.076;3618;-576;48818;27390;0.5611;28431;-1041
01.12.2016;'12 - 13;33,99;44,11;-10,12;40007;3412;0.0853;3845;-433;48818;27753;0.5685;28663;-910
01.12.2016;'13 - 14;32,29;40,05;-7,76;40007;3260;0.0815;3377;-117;48818;27974;0.573;28922;-948
01.12.2016;'14 - 15;31,37;40,8;-9,43;40007;2306;0.0576;2228;78;48818;28171;0.577;29708;-1537
01.12.2016;'15 - 16;31,38;43,55;-12,17;40007;863;0.0216;789;74;48818;28692;0.5877;30057;-1365
01.12.2016;'16 - 17;32,38;45,95;-13,57;40007;48;0.0012;45;3;48818;29549;0.6053;30334;-785
01.12.2016;'17 - 18;35,73;44,24;-8,51;40007;0;0;0;0;48818;29961;0.6138;30624;-663
01.12.2016;'18 - 19;32,94;41,89;-8,95;40007;0;0;0;0;48818;30802;0.631;30910;-108
01.12.2016;'19 - 20;33,86;40,22;-6,36;40007;0;0;0;0;48818;31082;0.6367;31075;7
01.12.2016;'20 - 21;31,32;35,63;-4,31;40007;0;0;0;0;48818;31207;0.6392;31351;-144
01.12.2016;'21 - 22;28,01;31,93;-3,92;40007;0;0;0;0;48818;31158;0.6382;31442;-284
01.12.2016;'22 - 23;19,66;29,93;-10,27;40007;0;0;0;0;48818;30359;0.6219;31439;-1080
01.12.2016;'23 - 24;8,94;22,08;-13,14;40007;0;0;0;0;48818;30223;0.6191;31317;-1094
02.12.2016;'00 - 01;7,23;15,49;-8,26;40013;0;0;0;0;48839;29434;0.6027;30440;-1006
02.12.2016;'01 - 02;7,2;17,06;-9,86;40013;0;0;0;0;48839;28953;0.5928;30127;-1174
02.12.2016;'02 - 03;6,07;13,11;-7,04;40013;0;0;0;0;48839;28243;0.5783;29372;-1129
02.12.2016;'03 - 04;8,79;14,18;-5,39;40013;0;0;0;0;48839;27271;0.5584;28274;-1003
02.12.2016;'04 - 05;19,83;19,82;0,01;40013;0;0;0;0;48839;25854;0.5294;26404;-550
02.12.2016;'05 - 06;26,88;27,78;-0,9;40013;0;0;0;0;48839;24431;0.5002;23814;617
02.12.2016;'06 - 07;31,87;35,28;-3,41;40013;0;0;0;0;48839;22107;0.4526;20949;1158
02.12.2016;'07 - 08;46,06;48,13;-2,07;40013;2;0.0001;7;-5;48839;18957;0.3882;17925;1032
02.12.2016;'08 - 09;46,94;48,37;-1,43;40013;550;0.0137;686;-136;48839;15804;0.3236;15163;641
02.12.2016;'09 - 10;44,71;49,39;-4,68;40013;2673;0.0668;2887;-214;48839;12662;0.2593;12782;-120
02.12.2016;'10 - 11;43,5;49,13;-5,63;40013;5243;0.131;5017;226;48839;10220;0.2093;10703;-483
02.12.2016;'11 - 12;46,9;50,78;-3,88;40013;6894;0.1723;6253;641;48839;8675;0.1776;9020;-345
02.12.2016;'12 - 13;46,93;50,27;-3,34;40013;7466;0.1866;6345;1121;48839;7784;0.1594;7643;141
02.12.2016;'13 - 14;47,97;48,42;-0,45;40013;6233;0.1558;5325;908;48839;6921;0.1417;6813;108
02.12.2016;'14 - 15;49,54;50,95;-1,41;40013;3792;0.0948;3326;466;48839;5840;0.1196;6497;-657
02.12.2016;'15 - 16;51,11;57,79;-6,68;40013;1055;0.0264;965;90;48839;5312;0.1088;6626;-1314
02.12.2016;'16 - 17;49,99;61,66;-11,67;40013;34;0.0008;35;-1;48839;5693;0.1166;7062;-1369
02.12.2016;'17 - 18;56,85;66,02;-9,17;40013;0;0;0;0;48839;6586;0.1348;7608;-1022
02.12.2016;'18 - 19;58,1;61,56;-3,46;40013;0;0;0;0;48839;7043;0.1442;7798;-755
02.12.2016;'19 - 20;50,03;52,1;-2,07;40013;0;0;0;0;48839;7180;0.147;7613;-433
02.12.2016;'20 - 21;52,07;44,26;7,81;40013;0;0;0;0;48839;6864;0.1406;7160;-296
02.12.2016;'21 - 22;47,91;41,42;6,49;40013;0;0;0;0;48839;6374;0.1305;6555;-181
02.12.2016;'22 - 23;44,02;36,84;7,18;40013;0;0;0;0;48839;6089;0.1247;5910;179
02.12.2016;'23 - 24;36,03;34,16;1,87;40013;0;0;0;0;48839;5587;0.1144;5401;186
03.12.2016;'00 - 01;32,9;33,11;-0,21;40013;0;0;0;0;48841;4784;0.098;5147;-363
03.12.2016;'01 - 02;33,11;35,08;-1,97;40013;0;0;0;0;48841;4124;0.0844;4597;-473
03.12.2016;'02 - 03;33,71;35,21;-1,5;40013;0;0;0;0;48841;3710;0.0759;4035;-325
03.12.2016;'03 - 04;33,49;35,29;-1,8;40013;0;0;0;0;48841;3497;0.0716;3530;-33
03.12.2016;'04 - 05;33,63;35,63;-2;40013;0;0;0;0;48841;3396;0.0695;3081;315
03.12.2016;'05 - 06;33,21;35,76;-2,55;40013;0;0;0;0;48841;3226;0.066;2676;550
03.12.2016;'06 - 07;36,69;36,21;0,48;40013;0;0;0;0;48841;3020;0.0618;2338;682
03.12.2016;'07 - 08;36;34,82;1,18;40013;3;0;11;-8;48841;2784;0.057;2043;741
03.12.2016;'08 - 09;39;39,58;-0,58;40013;826;0.0206;807;19;48841;2582;0.0529;1799;783
03.12.2016;'09 - 10;45,96;40,11;5,85;40013;4169;0.1042;4056;113;48841;2238;0.0458;1587;651
03.12.2016;'10 - 11;40,13;37,32;2,81;40013;8346;0.2086;7739;607;48841;1776;0.0364;1384;392
03.12.2016;'11 - 12;38,22;33,98;4,24;40013;11260;0.2814;9879;1381;48841;1250;0.0256;1239;11
03.12.2016;'12 - 13;37,32;32,46;4,86;40013;12044;0.301;10259;1785;48841;1058;0.0216;1180;-122
03.12.2016;'13 - 14;36,18;31,93;4,25;40013;10462;0.2614;8879;1583;48841;1147;0.0235;1230;-83
03.12.2016;'14 - 15;39,69;34,48;5,21;40013;6690;0.1672;5799;891;48841;1359;0.0278;1474;-115
03.12.2016;'15 - 16;47,94;43,61;4,33;40013;2149;0.0537;1940;209;48841;1746;0.0358;1860;-114
03.12.2016;'16 - 17;52;48,79;3,21;40013;72;0.0018;81;-9;48841;2443;0.05;2352;91
03.12.2016;'17 - 18;64,6;58,85;5,75;40013;0;0;3;-3;48841;3210;0.0657;2853;357
03.12.2016;'18 - 19;58,94;50,49;8,45;40013;0;0;0;0;48841;3834;0.0785;3252;582
03.12.2016;'19 - 20;48,9;44,37;4,53;40013;0;0;0;0;48841;4237;0.0867;3467;770
